Id,OrderId,ProductId,UnitPrice,Quantity,Discount
1934,751,24,4.5,12,0
1935,751,61,28.5,7,0
1936,751,74,10,20,0
1937,751,75,7.75,30,0
1938,752,41,9.65,20,0.05
1939,752,51,53,15,0.05
1940,752,77,13,21,0.05
1941,753,4,22,25,0.25
1942,753,24,4.5,30,0.25
1943,753,77,13,30,0
1944,754,7,30,60,0
1945,754,22,21,25,0
1946,754,46,12,25,0
1947,754,55,24,6,0
1948,755,13,6,56,0
1949,755,35,18,15,0.15
1950,755,42,14,24,0.15
1951,755,55,24,40,0
1952,756,1,18,4,0
1953,756,40,18.4,10,0
1954,756,52,7,10,0
1955,757,26,31.23,6,0
1956,757,76,18,6,0
1957,758,1,18,2,0
1958,758,59,55,10,0
1959,759,1,18,8,0
1960,759,29,123.79,2,0.25
1961,760,8,40,30,0
1962,760,29,123.79,10,0
1963,760,42,14,14,0
1964,761,28,45.6,70,0.05
1965,761,34,14,90,0.05
1966,761,71,21.5,21,0
1967,762,24,4.5,12,0
1968,762,36,19,18,0.25
1969,762,60,34,9,0
1970,763,7,30,20,0
1971,763,24,4.5,10,0
1972,764,58,13.25,40,0.05
1973,764,71,21.5,20,0
1974,765,19,9.2,50,0.05
1975,765,60,34,36,0.05
1976,765,71,21.5,60,0.05
1977,766,23,9,10,0
1978,766,42,14,4,0
1979,766,45,9.5,20,0
1980,766,68,12.5,2,0
1981,767,41,9.65,28,0.1
1982,768,30,25.89,15,0
1983,768,77,13,18,0
1984,769,31,12.5,15,0
1985,769,36,19,16,0
1986,770,3,10,25,0
1987,770,59,55,110,0
1988,770,70,15,30,0
1989,771,12,38,20,0
1990,771,18,62.5,10,0
1991,771,56,38,5,0
1992,772,46,12,3,0
1993,772,49,20,2,0
1994,773,10,31,24,0.15
1995,774,2,19,11,0.25
1996,774,20,81,15,0
1997,774,26,31.23,63,0
1998,774,51,53,44,0.25
1999,774,72,34.8,35,0
2000,775,19,9.2,35,0
2001,775,69,36,30,0
2002,776,7,30,4,0
2003,776,43,46,30,0
2004,777,26,31.23,12,0
2005,777,33,2.5,30,0
2006,777,65,21.05,21,0
2007,777,71,21.5,50,0
2008,778,1,18,10,0.1
2009,778,13,6,20,0.1
2010,779,18,62.5,8,0
2011,779,51,53,10,0
2012,780,24,4.5,30,0.25
2013,780,62,49.3,21,0.25
2014,781,55,24,35,0
2015,781,59,55,24,0
2016,782,56,38,20,0
2017,782,63,43.9,12,0
2018,783,2,19,100,0.25
2019,783,5,21.35,70,0
2020,783,29,123.79,60,0.25
2021,783,59,55,100,0.25
2022,784,1,18,45,0
2023,784,13,6,80,0
2024,784,24,4.5,21,0
2025,784,64,33.25,20,0
2026,784,71,21.5,16,0
2027,785,36,19,35,0
2028,785,38,263.5,25,0
2029,785,59,55,30,0
2030,786,53,32.8,70,0.1
2031,786,69,36,36,0.1
2032,787,21,10,15,0.1
2033,787,44,19.45,12,0
2034,787,61,28.5,6,0
2035,788,1,18,10,0
2036,788,35,18,60,0
2037,788,42,14,30,0
2038,788,54,7.45,10,0
2039,789,13,6,7,0
2040,789,59,55,30,0
2041,790,70,15,4,0
2042,791,40,18.4,5,0.2
2043,791,52,7,2,0
2044,791,71,21.5,30,0
2045,792,28,45.6,20,0
2046,792,35,18,24,0
2047,792,49,20,60,0
2048,792,57,19.5,28,0
2049,793,21,10,20,0
2050,794,2,19,30,0.2
2051,794,63,43.9,30,0
2052,795,44,19.45,15,0
2053,795,61,28.5,4,0
2054,796,11,21,10,0
2055,797,62,49.3,12,0
2056,798,33,2.5,15,0
2057,798,51,53,24,0
2058,799,12,38,20,0.05
2059,799,32,32,15,0.05
2060,799,35,18,18,0.05
2061,800,1,18,25,0.25
2062,800,5,21.35,30,0.25
2063,801,68,12.5,42,0
2064,802,2,19,10,0.2
2065,802,12,38,4,0.2
2066,803,76,18,50,0.1
2067,804,24,4.5,10,0.2
2068,805,43,46,30,0.2
2069,805,61,28.5,10,0.2
2070,806,18,62.5,35,0.2
2071,806,32,32,20,0
2072,806,64,33.25,25,0.2
2073,807,33,2.5,10,0
2074,807,67,14,20,0
2075,808,24,4.5,15,0
2076,808,25,14,15,0
2077,808,51,53,20,0
2078,808,57,19.5,20,0
2079,809,7,30,40,0
2080,809,55,24,35,0
2081,809,60,34,50,0
2082,810,70,15,3,0
2083,811,21,10,3,0
2084,811,60,34,21,0
2085,811,61,28.5,4,0
2086,812,13,6,30,0
2087,812,17,39,12,0
2088,812,60,34,35,0
2089,813,60,34,4,0
2090,813,77,13,10,0
2091,814,60,34,15,0
2092,815,53,32.8,10,0.2
2093,815,70,15,12,0.2
2094,816,34,14,30,0
2095,816,40,18.4,40,0.1
2096,816,41,9.65,30,0.1
2097,817,17,39,77,0.1
2098,817,41,9.65,12,0
2099,817,53,32.8,25,0.1
2100,817,55,24,4,0.1
2101,817,68,12.5,55,0
2102,818,30,25.89,4,0.25
2103,818,54,7.45,20,0.25
2104,819,16,17.45,3,0
2105,819,19,9.2,42,0
2106,819,34,14,35,0
2107,820,41,9.65,9,0
2108,821,28,45.6,8,0.15
2109,821,43,46,36,0.15
2110,821,77,13,28,0.15
2111,822,39,18,20,0
2112,823,1,18,40,0.15
2113,823,2,19,20,0.15
2114,823,16,17.45,30,0.15
2115,823,31,12.5,20,0
2116,824,7,30,15,0.05
2117,824,13,6,10,0.05
2118,825,2,19,8,0
2119,825,41,9.65,40,0
2120,825,50,16.25,22,0
2121,825,64,33.25,130,0
2122,826,11,21,10,0
2123,826,24,4.5,20,0
2124,827,16,17.45,14,0.05
2125,828,2,19,10,0.15
2126,828,46,12,30,0.15
2127,828,76,18,2,0.15
2128,829,6,25,20,0.25
2129,829,14,23.25,20,0.25
2130,829,19,9.2,10,0.25
2131,830,2,19,24,0.2
2132,830,3,10,4,0
2133,830,4,22,1,0
2134,830,6,25,1,0.02
2135,830,7,30,1,0.05
2136,830,8,40,2,0.1
2137,830,10,31,1,0
2138,830,12,38,2,0.05
2139,830,13,6,4,0
2140,830,14,23.25,1,0.03
2141,830,16,17.45,2,0.03
2142,830,20,81,1,0.04
2143,830,23,9,2,0
2144,830,32,32,1,0
2145,830,39,18,2,0.05
2146,830,41,9.65,3,0
2147,830,46,12,3,0.02
2148,830,52,7,2,0
2149,830,55,24,2,0
2150,830,60,34,2,0.06
2151,830,64,33.25,2,0.03
2152,830,66,17,1,0
2153,830,73,15,2,0.01
2154,830,75,7.75,4,0
2155,830,77,13,2,0
